Gene,pathways
CTT1,"['PATHWAY     sce00380  Tryptophan metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce04011  MAPK signaling pathway - yeast', 'sce04146  Peroxisome', 'sce04213  Longevity regulating pathway - multiple species']"
UTP22,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
PRP31,['PATHWAY     sce03040  Spliceosome']
DBF2,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04392  Hippo signaling pathway - multiple species']"
VAS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
RRP46,['PATHWAY     sce03018  RNA degradation']
ESP1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
GTF1,"['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways']"
CLB1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
CLD1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
DAM1,['PATHWAY     sce04111  Cell cycle - yeast']
NUP57,['PATHWAY     sce03013  Nucleocytoplasmic transport']
ASN2,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
UTP8,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
SYF2,['PATHWAY     sce03040  Spliceosome']
PRE9,['PATHWAY     sce03050  Proteasome']
THI4,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
CYS4,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00270  Cysteine and methionine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
PTI1,['PATHWAY     sce03015  mRNA surveillance pathway']
CHO2,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MTR3,['PATHWAY     sce03018  RNA degradation']
PSD2,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MSM1,"['PATHWAY     sce00450  Selenocompound metabolism', 'sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways']"
ERG1,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce00909  Sesquiterpenoid and triterpenoid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
RNR4,"['PATHWAY     sce00230  Purine metabolism', 'sce00240  Pyrimidine metabolism', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
QCR9,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
TYS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
TFG1,['PATHWAY     sce03022  Basal transcription factors']
BUB1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
TDH3,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
XKS1,"['PATHWAY     sce00040  Pentose and glucuronate interconversions', 'sce01100  Metabolic pathways']"
SKI6,['PATHWAY     sce03018  RNA degradation']
PMT6,"['PATHWAY     sce00514  Other types of O-glycan biosynthesis', 'sce00515  Mannose type O-glycan biosynthesis', 'sce01100  Metabolic pathways']"
ADE3,"['PATHWAY     sce00670  One carbon pool by folate', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
TDA10,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
MVB12,['PATHWAY     sce04144  Endocytosis']
SER2,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
RPS0A,['PATHWAY     sce03010  Ribosome']
GPI1,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
CRM1,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce03013  Nucleocytoplasmic transport']"
MRPL9,['PATHWAY     sce03010  Ribosome']
AMA1,['PATHWAY     sce04113  Meiosis - yeast']
DIE2,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
PHO81,['PATHWAY     sce04111  Cell cycle - yeast']
PFK1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00030  Pentose phosphate pathway', 'sce00051  Fructose and mannose metabolism', 'sce00052  Galactose metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce03018  RNA degradation']"
LSC2,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
SOL4,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
PUP2,['PATHWAY     sce03050  Proteasome']
ENO1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce03018  RNA degradation']"
COQ6,"['PATHWAY     sce00130  Ubiquinone and other terpenoid-quinone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
RAD2,['PATHWAY     sce03420  Nucleotide excision repair']
MES1,"['PATHWAY     sce00450  Selenocompound metabolism', 'sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways']"
TAF1,['PATHWAY     sce03022  Basal transcription factors']
RNH70,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
CAB4,"['PATHWAY     sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
YOR1,['PATHWAY     sce02010  ABC transporters']
BGL2,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
BIO2,"['PATHWAY     sce00780  Biotin metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
IMA1,"['PATHWAY     sce00052  Galactose metabolism', 'sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
MAL12,"['PATHWAY     sce00052  Galactose metabolism', 'sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
RPL14B,['PATHWAY     sce03010  Ribosome']
HSE1,['PATHWAY     sce04144  Endocytosis']
MRP4,['PATHWAY     sce03010  Ribosome']
STE20,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04392  Hippo signaling pathway - multiple species']"
PRS3,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
SPO11,['PATHWAY     sce04113  Meiosis - yeast']
GOS1,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
GUT1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
QCR10,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
GPA1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ERG11,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
SOD2,"['PATHWAY     sce04146  Peroxisome', 'sce04213  Longevity regulating pathway - multiple species']"
VPS29,['PATHWAY     sce04144  Endocytosis']
ARG4,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
DED81,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
THR1,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
VMA16,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
RPN1,['PATHWAY     sce03050  Proteasome']
SLT2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04138  Autophagy - yeast', 'sce04139  Mitophagy - yeast']"
PUT2,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce00330  Arginine and proline metabolism', 'sce01100  Metabolic pathways']"
VMA10,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
INM1,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce04070  Phosphatidylinositol signaling system']"
COX6,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
RPP1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
HTD2,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce01100  Metabolic pathways', 'sce01212  Fatty acid metabolism']"
RRP4,['PATHWAY     sce03018  RNA degradation']
PCL5,['PATHWAY     sce04138  Autophagy - yeast']
ERG7,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
NMD2,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway']"
LRP1,['PATHWAY     sce03018  RNA degradation']
STE12,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
GAR1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
HXT1,['PATHWAY     sce04113  Meiosis - yeast']
HXT5,['PATHWAY     sce04113  Meiosis - yeast']
SFB3,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
GEP4,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways']"
GRE3,"['PATHWAY     sce00040  Pentose and glucuronate interconversions', 'sce01100  Metabolic pathways']"
TRR2,['PATHWAY     sce00450  Selenocompound metabolism']
CTM1,"['PATHWAY     sce00310  Lysine degradation', 'sce01100  Metabolic pathways']"
UBA4,['PATHWAY     sce04122  Sulfur relay system']
ORC6,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
SET1,"['PATHWAY     sce00310  Lysine degradation', 'sce01100  Metabolic pathways']"
EPT1,"['PATHWAY     sce00440  Phosphonate and phosphinate metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce00565  Ether lipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
NDT80,['PATHWAY     sce04113  Meiosis - yeast']
YCK1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04392  Hippo signaling pathway - multiple species']"
ARO9,"['PATHWAY     sce00350  Tyrosine metabolism', 'sce00360  Phenylalanine metabolism', 'sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
DCD1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways']"
MRPL6,['PATHWAY     sce03010  Ribosome']
IMP3,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
SPO12,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
SOL3,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
DNA2,['PATHWAY     sce03030  DNA replication']
PRP8,['PATHWAY     sce03040  Spliceosome']
CDC23,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast', 'sce04120  Ubiquitin mediated proteolysis']"
ATG7,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
GND1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
SSP1,['PATHWAY     sce04113  Meiosis - yeast']
KOG1,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
GPI16,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
ERG9,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce00909  Sesquiterpenoid and triterpenoid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
UTP9,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
RPN10,['PATHWAY     sce03050  Proteasome']
PPX1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
SCH9,"['PATHWAY     sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
IMD2,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
INP51,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
EPS1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
NAS2,['PATHWAY     sce03050  Proteasome']
URM1,['PATHWAY     sce04122  Sulfur relay system']
FAA3,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce00071  Fatty acid degradation', 'sce01100  Metabolic pathways', 'sce01212  Fatty acid metabolism', 'sce04146  Peroxisome']"
PDR11,['PATHWAY     sce02010  ABC transporters']
MNT3,['PATHWAY     sce00514  Other types of O-glycan biosynthesis']
BAR1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
SNL1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
HIS6,"['PATHWAY     sce00340  Histidine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
RPB3,['PATHWAY     sce03020  RNA polymerase']
SSM4,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
CAP2,['PATHWAY     sce04144  Endocytosis']
CKA1,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce04139  Mitophagy - yeast']"
NOT3,['PATHWAY     sce03018  RNA degradation']
CBR1,['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism']
AGE2,['PATHWAY     sce04144  Endocytosis']
MET30,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04120  Ubiquitin mediated proteolysis']"
DFG10,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
GPP1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
SNP1,['PATHWAY     sce03040  Spliceosome']
ARC15,"['PATHWAY     sce04138  Autophagy - yeast', 'sce04144  Endocytosis']"
FIS1,['PATHWAY     sce04139  Mitophagy - yeast']
RNR3,"['PATHWAY     sce00230  Purine metabolism', 'sce00240  Pyrimidine metabolism', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
RPS24B,['PATHWAY     sce03010  Ribosome']
HOP1,['PATHWAY     sce04113  Meiosis - yeast']
SER33,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00270  Cysteine and methionine metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
RPN2,['PATHWAY     sce03050  Proteasome']
THS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
AIR1,['PATHWAY     sce03018  RNA degradation']
CAB2,"['PATHWAY     sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
LYS12,"['PATHWAY     sce00300  Lysine biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
FMC1,['PATHWAY     sce04139  Mitophagy - yeast']
SGA1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
MOB1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04392  Hippo signaling pathway - multiple species']"
PFK26,"['PATHWAY     sce00051  Fructose and mannose metabolism', 'sce01100  Metabolic pathways']"
SEC24,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
COX5B,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
SDP1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
HIS5,"['PATHWAY     sce00340  Histidine metabolism', 'sce00350  Tyrosine metabolism', 'sce00360  Phenylalanine metabolism', 'sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
AYR1,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce00565  Ether lipid metabolism', 'sce01100  Metabolic pathways']"
RPL16A,['PATHWAY     sce03010  Ribosome']
SSL2,"['PATHWAY     sce03022  Basal transcription factors', 'sce03420  Nucleotide excision repair']"
PAN6,"['PATHWAY     sce00410  beta-Alanine metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
ATG32,['PATHWAY     sce04139  Mitophagy - yeast']
SLN1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
MLP2,['PATHWAY     sce03013  Nucleocytoplasmic transport']
GUT2,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01110  Biosynthesis of secondary metabolites']"
BNR1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
POT1,"['PATHWAY     sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00592  alpha-Linolenic acid metabolism', 'sce01040  Biosynthesis of unsaturated fatty acids', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01212  Fatty acid metabolism', 'sce04146  Peroxisome']"
SUC2,"['PATHWAY     sce00052  Galactose metabolism', 'sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
